batch_id,product_id,product_name,warehouse_location,received_date,storage_days,opening_stock_kg,accepted_quantity_kg,sold_quantity_kg,closing_stock_kg,shrinkage_kg,shrinkage_reason,quality_grade,moisture_percent,aflatoxin_risk_level,fumigation_required,warehouse_condition_score
B00370,P06,Millet,Kirinyaga Aggregation Warehouse,2025-11-30,28,1402,1402,1402,0,25,Moisture Loss,Grade A,11.9,Low,Yes,7.8
B00371,P07,Green Grams,Busia Aggregation Warehouse,2025-08-14,320,1111,1111,0,1088,23,Moisture Loss,Grade A,13.5,Low,No,7.1
B00372,P01,Maize,Narok Aggregation Warehouse,2025-07-18,347,1317,1317,0,1312,5,Moisture Loss,Grade B,8.6,Medium,Yes,8.4
B00373,P03,Rice,Makueni Aggregation Warehouse,2025-12-18,10,2009,2009,2009,0,39,Moisture Loss,Grade C,14.1,Medium,Yes,7.4
B00374,P07,Green Grams,Narok Aggregation Warehouse,2026-02-26,124,582,582,0,579,3,Moisture Loss,Grade B,10.5,Low,No,6.8
B00375,P07,Green Grams,Nakuru Aggregation Warehouse,2025-12-02,10,573,573,573,0,16,Moisture Loss,Grade C,15.3,Medium,Yes,7.9
B00376,P01,Maize,Kirinyaga Aggregation Warehouse,2026-06-01,15,517,517,517,0,8,Weighing Variance,Grade B,12.1,Low,No,6.5
B00377,P06,Millet,Kitui Aggregation Warehouse,2026-02-21,129,300,300,0,298,2,Moisture Loss,Grade A,9.9,Medium,Yes,5.7
B00378,P03,Rice,Uasin Gishu Aggregation Warehouse,2025-01-25,13,771,771,771,0,17,Pest Damage,Grade A,13.1,Low,No,7.6
B00379,P05,Sorghum,Narok Aggregation Warehouse,2025-03-14,71,311,311,311,0,7,Weighing Variance,Grade C,13.6,Medium,Yes,6.9
B00380,P07,Green Grams,Nakuru Aggregation Warehouse,2025-03-24,400,570,570,491,71,8,Weighing Variance,Grade B,12.3,Medium,Yes,7.3
B00381,P02,Beans,Machakos Aggregation Warehouse,2025-02-11,18,604,604,604,0,10,Moisture Loss,Grade B,12.0,Low,No,6.5
B00382,P04,Wheat,Kitui Aggregation Warehouse,2026-05-05,36,1133,1133,1133,0,15,Moisture Loss,Grade B,11.9,Low,No,8.9
B00383,P04,Wheat,Trans Nzoia Aggregation Warehouse,2025-10-11,262,917,917,667,226,24,Pest Damage,Grade C,15.0,Medium,Yes,6.9
B00384,P08,Cowpeas,Kakamega Aggregation Warehouse,2026-01-12,169,728,728,0,711,17,Moisture Loss,Grade A,13.4,Medium,Yes,7.1
B00385,P02,Beans,Bungoma Aggregation Warehouse,2025-10-23,64,106,106,106,0,3,Weighing Variance,Grade B,16.1,High,Yes,7.9
B00386,P01,Maize,Makueni Aggregation Warehouse,2025-05-16,400,943,943,0,921,22,Spillage During Handling,Grade A,13.6,Low,No,6.1
B00387,P05,Sorghum,Busia Aggregation Warehouse,2025-12-18,6,336,336,336,0,4,Spillage During Handling,Grade A,10.7,Low,No,6.0
B00388,P01,Maize,Kisumu Aggregation Warehouse,2025-11-10,232,495,495,0,487,8,Moisture Loss,Grade B,12.6,Low,No,8.0
B00389,P05,Sorghum,Bungoma Aggregation Warehouse,2025-10-20,253,1436,1436,0,1432,4,Spillage During Handling,Grade B,8.7,Low,No,7.1
B00390,P04,Wheat,Uasin Gishu Aggregation Warehouse,2025-09-24,54,383,383,383,0,8,Moisture Loss,Grade C,13.1,Medium,Yes,6.6
B00391,P04,Wheat,Kitui Aggregation Warehouse,2025-01-26,400,1952,1952,1453,455,44,Moisture Loss,Grade B,14.9,High,Yes,8.1
B00392,P05,Sorghum,Nyeri Aggregation Warehouse,2026-05-01,60,729,729,0,724,5,Moisture Loss,Grade B,9.3,Medium,Yes,6.7
B00393,P02,Beans,Bungoma Aggregation Warehouse,2026-05-06,55,924,924,537,368,19,Weighing Variance,Grade A,13.0,Medium,Yes,7.3
B00394,P02,Beans,Nyeri Aggregation Warehouse,2025-07-19,346,1540,1540,1508,8,24,Pest Damage,Grade A,12.7,Low,No,6.6
B00395,P08,Cowpeas,Makueni Aggregation Warehouse,2026-02-08,23,949,949,949,0,16,Pest Damage,Grade C,13.8,Medium,Yes,7.9
B00396,P02,Beans,Uasin Gishu Aggregation Warehouse,2025-01-13,400,1010,1010,0,998,12,Pest Damage,Grade A,12.4,Low,No,9.1
B00397,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2025-06-17,3,1506,1506,1506,0,6,Spillage During Handling,Grade A,10.6,Low,Yes,5.6
B00398,P02,Beans,Narok Aggregation Warehouse,2025-12-10,69,503,503,503,0,11,Pest Damage,Grade B,15.4,Low,No,7.7
B00399,P03,Rice,Machakos Aggregation Warehouse,2025-05-21,66,647,647,647,0,8,Moisture Loss,Grade B,12.4,Medium,Yes,8.5
B00400,P04,Wheat,Kisumu Aggregation Warehouse,2025-08-18,316,1106,1106,284,797,25,Pest Damage,Grade C,13.9,Medium,Yes,7.1
B00401,P02,Beans,Kirinyaga Aggregation Warehouse,2025-09-08,45,679,679,679,0,16,Moisture Loss,Grade B,13.7,Medium,Yes,6.4
B00402,P07,Green Grams,Narok Aggregation Warehouse,2026-05-03,58,1201,1201,163,1014,24,Spillage During Handling,Grade A,12.9,Low,No,8.1
B00403,P02,Beans,Bungoma Aggregation Warehouse,2025-05-19,44,661,661,661,0,5,Spillage During Handling,Grade C,10.9,Low,No,8.7
B00404,P08,Cowpeas,Makueni Aggregation Warehouse,2025-07-18,31,365,365,365,0,1,Spillage During Handling,Grade A,9.6,Low,No,8.6
B00405,P07,Green Grams,Nyeri Aggregation Warehouse,2026-01-07,39,391,391,391,0,2,Moisture Loss,Grade A,11.1,Medium,Yes,8.0
B00406,P08,Cowpeas,Bungoma Aggregation Warehouse,2025-04-15,400,1100,1100,0,1073,27,Moisture Loss,Grade B,13.6,Low,No,7.7
B00407,P06,Millet,Kitui Aggregation Warehouse,2025-04-27,19,1039,1039,1039,0,10,Pest Damage,Grade A,11.3,Medium,Yes,6.6
B00408,P07,Green Grams,Meru Aggregation Warehouse,2025-12-17,195,1239,1239,0,1228,11,Pest Damage,Grade A,10.9,Low,No,8.6
B00409,P01,Maize,Nakuru Aggregation Warehouse,2025-03-22,53,417,417,417,0,6,Spillage During Handling,Grade A,12.4,Low,Yes,8.5
B00410,P07,Green Grams,Makueni Aggregation Warehouse,2025-03-02,400,709,709,628,70,11,Moisture Loss,Grade A,12.7,Low,No,6.3
B00411,P01,Maize,Makueni Aggregation Warehouse,2025-07-24,341,802,802,0,786,16,Moisture Loss,Grade C,13.8,Medium,Yes,8.0
B00412,P07,Green Grams,Uasin Gishu Aggregation Warehouse,2025-09-05,67,418,418,418,0,5,Spillage During Handling,Grade A,12.1,Low,No,8.3
B00413,P08,Cowpeas,Meru Aggregation Warehouse,2025-01-05,7,700,700,700,0,8,Moisture Loss,Grade B,11.0,Low,No,8.6
B00414,P05,Sorghum,Nyeri Aggregation Warehouse,2025-07-05,66,376,376,376,0,6,Spillage During Handling,Grade A,12.2,Low,Yes,7.5
B00415,P01,Maize,Bungoma Aggregation Warehouse,2026-05-23,38,584,584,181,393,10,Spillage During Handling,Grade B,13.8,High,Yes,6.5
B00416,P05,Sorghum,Busia Aggregation Warehouse,2026-03-31,91,284,284,0,284,0,None,Grade B,9.0,Medium,Yes,7.0
B00417,P02,Beans,Trans Nzoia Aggregation Warehouse,2026-05-19,50,1643,1643,1643,0,0,None,Grade A,8.0,Low,No,6.5
B00418,P06,Millet,Kirinyaga Aggregation Warehouse,2025-06-22,23,1757,1757,1757,0,46,Moisture Loss,Grade C,15.1,High,Yes,7.4
B00419,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-10-07,27,323,323,323,0,5,Moisture Loss,Grade B,14.1,Medium,Yes,7.3
B00420,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-04-11,80,1095,1095,0,1086,9,Spillage During Handling,Grade A,10.1,Low,No,10.0
B00421,P03,Rice,Kakamega Aggregation Warehouse,2025-07-03,36,360,360,360,0,9,Moisture Loss,Grade A,14.4,High,Yes,8.4
B00422,P01,Maize,Uasin Gishu Aggregation Warehouse,2026-05-25,43,464,464,464,0,7,Spillage During Handling,Grade A,11.6,Low,No,8.7
B00423,P08,Cowpeas,Kitui Aggregation Warehouse,2026-01-28,153,794,794,0,784,10,Pest Damage,Grade A,11.8,Low,No,8.1
B00424,P01,Maize,Kisumu Aggregation Warehouse,2025-05-18,400,873,873,0,869,4,Pest Damage,Grade A,10.7,Medium,Yes,7.2
B00425,P03,Rice,Bungoma Aggregation Warehouse,2025-06-10,38,645,645,645,0,7,Spillage During Handling,Grade B,10.9,Medium,Yes,7.3
B00426,P01,Maize,Kirinyaga Aggregation Warehouse,2025-02-16,67,1366,1366,1366,0,24,Pest Damage,Grade B,12.2,Low,No,7.4
B00427,P02,Beans,Makueni Aggregation Warehouse,2026-02-26,43,668,668,668,0,14,Pest Damage,Grade B,14.1,Medium,Yes,7.8
B00428,P01,Maize,Makueni Aggregation Warehouse,2025-01-21,29,508,508,508,0,16,Moisture Loss,Grade B,15.8,Low,No,8.0
B00429,P04,Wheat,Trans Nzoia Aggregation Warehouse,2026-01-22,40,1107,1107,1107,0,5,Moisture Loss,Grade B,10.8,Medium,Yes,7.6
B00430,P02,Beans,Kakamega Aggregation Warehouse,2025-11-03,51,898,898,898,0,12,Moisture Loss,Grade B,12.9,Low,No,7.3
B00431,P01,Maize,Kitui Aggregation Warehouse,2026-02-16,134,569,569,526,36,7,Moisture Loss,Grade A,12.8,Low,No,6.9
B00432,P07,Green Grams,Kirinyaga Aggregation Warehouse,2026-03-14,16,1162,1162,1162,0,9,Pest Damage,Grade B,9.5,Low,No,6.1
B00433,P02,Beans,Narok Aggregation Warehouse,2026-06-12,18,241,241,0,241,0,None,Grade B,9.5,Low,No,9.0
B00434,P05,Sorghum,Busia Aggregation Warehouse,2026-04-24,60,1876,1876,1876,0,17,Moisture Loss,Grade B,11.7,Low,No,10.0
B00435,P04,Wheat,Kakamega Aggregation Warehouse,2026-04-19,23,1080,1080,1080,0,25,Spillage During Handling,Grade B,14.7,High,Yes,8.8
B00436,P05,Sorghum,Kakamega Aggregation Warehouse,2026-02-27,70,745,745,745,0,14,Moisture Loss,Grade A,14.5,Medium,Yes,6.2
B00437,P01,Maize,Busia Aggregation Warehouse,2025-11-14,23,446,446,446,0,6,Moisture Loss,Grade A,11.6,Low,No,8.5
B00438,P07,Green Grams,Kitui Aggregation Warehouse,2025-06-30,65,1575,1575,1575,0,42,Spillage During Handling,Grade A,15.8,Medium,Yes,8.7
B00439,P07,Green Grams,Makueni Aggregation Warehouse,2026-02-21,129,895,895,0,887,8,Pest Damage,Grade B,12.2,Low,No,7.2
B00440,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-05-04,400,700,700,0,697,3,Moisture Loss,Grade A,8.8,Low,No,8.1
B00441,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-12-04,208,212,212,0,211,1,Moisture Loss,Grade C,10.1,Medium,Yes,7.1
B00442,P09,Barley,Uasin Gishu Aggregation Warehouse,2026-02-23,52,358,358,358,0,9,Moisture Loss,Grade C,14.1,Medium,Yes,9.3
B00443,P01,Maize,Kitui Aggregation Warehouse,2025-05-29,50,744,744,744,0,13,Weighing Variance,Grade C,12.5,Low,No,8.0
B00444,P07,Green Grams,Narok Aggregation Warehouse,2025-09-03,71,798,798,798,0,15,Pest Damage,Grade C,13.6,High,Yes,6.4
B00445,P07,Green Grams,Machakos Aggregation Warehouse,2025-01-09,400,453,453,0,442,11,Weighing Variance,Grade A,13.4,Low,No,8.3
B00446,P07,Green Grams,Bungoma Aggregation Warehouse,2026-03-26,96,1213,1213,0,1191,22,Moisture Loss,Grade A,13.7,Low,No,8.8
B00447,P03,Rice,Busia Aggregation Warehouse,2025-12-07,72,1452,1452,1452,0,16,Moisture Loss,Grade B,10.9,Medium,Yes,7.8
B00448,P06,Millet,Kisii Aggregation Warehouse,2025-12-01,59,225,225,225,0,5,Moisture Loss,Grade B,14.6,Medium,Yes,8.1
B00449,P01,Maize,Meru Aggregation Warehouse,2025-11-18,10,1211,1211,1211,0,21,Moisture Loss,Grade C,13.9,Low,No,7.5
B00450,P05,Sorghum,Kisumu Aggregation Warehouse,2025-11-24,218,414,414,343,67,4,Moisture Loss,Grade A,10.9,Low,No,6.4
B00451,P02,Beans,Trans Nzoia Aggregation Warehouse,2026-02-07,143,2098,2098,0,2079,19,Moisture Loss,Grade C,12.3,Medium,Yes,7.4
B00452,P01,Maize,Narok Aggregation Warehouse,2026-04-19,72,918,918,0,907,11,Moisture Loss,Grade A,12.1,Low,No,8.2
B00453,P01,Maize,Machakos Aggregation Warehouse,2025-05-01,400,476,476,0,472,4,Spillage During Handling,Grade B,11.2,Low,No,7.5
B00454,P01,Maize,Narok Aggregation Warehouse,2025-09-30,48,1131,1131,1131,0,18,Spillage During Handling,Grade B,13.2,High,Yes,8.3
B00455,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-02-23,3,268,268,268,0,6,Weighing Variance,Grade B,15.8,Low,No,7.2
B00456,P03,Rice,Trans Nzoia Aggregation Warehouse,2026-04-26,56,279,279,279,0,2,Moisture Loss,Grade B,11.9,Low,No,7.2
B00457,P01,Maize,Narok Aggregation Warehouse,2025-03-02,12,149,149,149,0,2,Spillage During Handling,Grade B,11.8,Low,Yes,8.5
B00458,P06,Millet,Kirinyaga Aggregation Warehouse,2025-01-06,400,871,871,264,603,4,Moisture Loss,Grade A,10.2,Low,No,7.8
B00459,P01,Maize,Makueni Aggregation Warehouse,2026-05-31,63,806,806,806,0,19,Spillage During Handling,Grade B,13.7,Low,No,7.1
B00460,P01,Maize,Nakuru Aggregation Warehouse,2026-05-27,34,789,789,0,768,21,Moisture Loss,Grade B,14.3,Medium,Yes,8.7
B00461,P04,Wheat,Kisumu Aggregation Warehouse,2025-06-18,377,2689,2689,951,1732,6,Moisture Loss,Grade B,8.5,Low,No,6.8
B00462,P01,Maize,Narok Aggregation Warehouse,2025-08-24,63,236,236,236,0,3,Pest Damage,Grade A,11.9,Low,No,6.8
B00463,P02,Beans,Nyeri Aggregation Warehouse,2026-05-12,49,1006,1006,899,102,5,Spillage During Handling,Grade A,9.1,Low,No,4.5
B00464,P06,Millet,Busia Aggregation Warehouse,2025-10-07,266,2491,2491,1667,818,6,Moisture Loss,Grade A,9.6,Low,No,7.0
B00465,P01,Maize,Nakuru Aggregation Warehouse,2025-04-07,55,808,808,808,0,13,Weighing Variance,Grade B,13.4,Medium,Yes,9.0
B00466,P01,Maize,Kirinyaga Aggregation Warehouse,2026-04-17,9,366,366,366,0,5,Moisture Loss,Grade B,13.5,Medium,Yes,5.3
B00467,P02,Beans,Makueni Aggregation Warehouse,2025-05-13,400,1332,1332,670,652,10,Spillage During Handling,Grade A,10.5,Low,No,6.6
B00468,P01,Maize,Narok Aggregation Warehouse,2025-07-02,4,1907,1907,1907,0,39,Moisture Loss,Grade A,13.2,Low,No,8.1
B00469,P06,Millet,Kitui Aggregation Warehouse,2025-06-07,65,677,677,677,0,4,Moisture Loss,Grade A,9.9,Low,No,5.1
B00470,P01,Maize,Uasin Gishu Aggregation Warehouse,2026-06-09,21,1373,1373,0,1352,21,Weighing Variance,Grade B,11.6,Medium,Yes,7.0
B00471,P05,Sorghum,Kisumu Aggregation Warehouse,2026-03-13,22,398,398,398,0,14,Moisture Loss,Grade C,16.9,Medium,Yes,8.9
B00472,P05,Sorghum,Kisumu Aggregation Warehouse,2025-03-27,70,605,605,605,0,6,Moisture Loss,Grade A,11.1,Low,No,9.8
B00473,P04,Wheat,Nyeri Aggregation Warehouse,2025-02-18,29,195,195,195,0,0,None,Grade A,8.6,Low,Yes,7.9
B00474,P02,Beans,Nyeri Aggregation Warehouse,2025-03-25,400,1474,1474,700,749,25,Spillage During Handling,Grade C,13.4,High,Yes,6.4
B00475,P07,Green Grams,Kitui Aggregation Warehouse,2025-11-18,224,1805,1805,1723,74,8,Weighing Variance,Grade A,9.9,High,Yes,6.4
B00476,P01,Maize,Kirinyaga Aggregation Warehouse,2025-09-23,35,793,793,793,0,2,Moisture Loss,Grade A,10.5,Low,No,7.8
B00477,P02,Beans,Uasin Gishu Aggregation Warehouse,2026-05-14,47,686,686,571,103,12,Spillage During Handling,Grade C,12.7,Medium,Yes,7.9
B00478,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-07-15,3,1150,1150,1150,0,24,Pest Damage,Grade A,13.7,Low,No,9.6
B00479,P07,Green Grams,Bungoma Aggregation Warehouse,2025-07-15,350,423,423,0,415,8,Pest Damage,Grade A,14.5,Low,No,8.7
B00480,P09,Barley,Kirinyaga Aggregation Warehouse,2025-01-21,14,664,664,664,0,17,Moisture Loss,Grade C,14.4,Medium,Yes,7.7
B00481,P02,Beans,Kirinyaga Aggregation Warehouse,2026-05-23,20,281,281,281,0,5,Pest Damage,Grade B,13.3,High,Yes,7.1
B00482,P08,Cowpeas,Makueni Aggregation Warehouse,2026-05-15,46,1054,1054,0,1054,0,None,Grade A,8.0,Low,No,10.0
B00483,P01,Maize,Machakos Aggregation Warehouse,2025-12-22,190,1049,1049,463,572,14,Moisture Loss,Grade B,13.3,Low,Yes,8.3
B00484,P08,Cowpeas,Narok Aggregation Warehouse,2026-04-25,63,1263,1263,1263,0,0,None,Grade B,8.8,Low,No,6.9
B00485,P07,Green Grams,Kakamega Aggregation Warehouse,2025-06-15,17,973,973,973,0,18,Moisture Loss,Grade A,13.9,Low,No,7.4
B00486,P07,Green Grams,Nakuru Aggregation Warehouse,2025-11-07,235,450,450,243,203,4,Moisture Loss,Grade A,10.4,Medium,Yes,6.6
B00487,P01,Maize,Meru Aggregation Warehouse,2025-12-12,200,310,310,301,4,5,Weighing Variance,Grade A,12.0,Low,No,5.0
B00488,P06,Millet,Narok Aggregation Warehouse,2025-10-01,272,336,336,0,335,1,Pest Damage,Grade A,10.0,Medium,Yes,7.9
B00489,P09,Barley,Embu Aggregation Warehouse,2025-04-24,400,1066,1066,256,785,25,Pest Damage,Grade A,15.6,Medium,Yes,9.6
B00490,P05,Sorghum,Narok Aggregation Warehouse,2025-07-30,16,502,502,502,0,9,Moisture Loss,Grade A,13.0,Low,No,5.8
B00491,P02,Beans,Kakamega Aggregation Warehouse,2025-05-22,400,1107,1107,0,1084,23,Moisture Loss,Grade A,13.7,Medium,Yes,7.7
B00492,P04,Wheat,Kirinyaga Aggregation Warehouse,2025-09-30,273,198,198,0,194,4,Weighing Variance,Grade A,14.2,Low,No,6.8
B00493,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-02-28,122,930,930,0,930,0,None,Grade B,8.0,Low,No,8.2
B00494,P06,Millet,Kirinyaga Aggregation Warehouse,2025-03-13,69,1537,1537,1537,0,40,Moisture Loss,Grade A,14.6,Low,No,7.4
B00495,P01,Maize,Uasin Gishu Aggregation Warehouse,2025-03-01,400,1090,1090,632,449,9,Spillage During Handling,Grade C,11.6,Medium,Yes,6.1
B00496,P04,Wheat,Kitui Aggregation Warehouse,2025-11-18,224,527,527,0,516,11,Moisture Loss,Grade C,13.6,Low,No,6.5
B00497,P08,Cowpeas,Machakos Aggregation Warehouse,2026-03-29,93,1292,1292,0,1264,28,Pest Damage,Grade A,13.8,Medium,Yes,6.7
B00498,P02,Beans,Narok Aggregation Warehouse,2025-05-10,400,69,69,0,68,1,Weighing Variance,Grade A,12.3,Low,No,9.1
B00499,P01,Maize,Kisumu Aggregation Warehouse,2025-09-22,281,1196,1196,0,1175,21,Pest Damage,Grade A,12.4,Low,No,9.0
B00500,P01,Maize,Embu Aggregation Warehouse,2025-05-08,400,1289,1289,180,1105,4,Moisture Loss,Grade A,10.4,Low,No,7.3
B00501,P08,Cowpeas,Narok Aggregation Warehouse,2025-08-28,5,813,813,813,0,23,Pest Damage,Grade C,16.3,Medium,Yes,9.0
B00502,P01,Maize,Kirinyaga Aggregation Warehouse,2025-07-17,61,633,633,633,0,14,Weighing Variance,Grade C,13.1,Medium,Yes,7.4
B00503,P01,Maize,Nakuru Aggregation Warehouse,2026-01-14,167,1550,1550,0,1538,12,Moisture Loss,Grade B,10.2,Low,No,7.2
B00504,P05,Sorghum,Kirinyaga Aggregation Warehouse,2026-03-03,119,1010,1010,0,988,22,Pest Damage,Grade A,14.2,High,Yes,7.5
B00505,P05,Sorghum,Machakos Aggregation Warehouse,2026-04-30,61,1221,1221,0,1212,9,Moisture Loss,Grade A,9.6,Low,No,7.9
B00506,P04,Wheat,Kirinyaga Aggregation Warehouse,2025-06-06,389,485,485,306,178,1,Spillage During Handling,Grade A,10.3,Medium,Yes,7.0
B00507,P01,Maize,Kirinyaga Aggregation Warehouse,2025-11-09,72,254,254,254,0,6,Spillage During Handling,Grade A,15.1,High,Yes,7.5
B00508,P03,Rice,Meru Aggregation Warehouse,2026-04-09,62,400,400,400,0,5,Moisture Loss,Grade B,11.4,Low,No,8.5
B00509,P06,Millet,Kisii Aggregation Warehouse,2026-04-05,12,320,320,320,0,10,Pest Damage,Grade B,15.1,Medium,Yes,7.7
B00510,P04,Wheat,Kisii Aggregation Warehouse,2026-03-30,92,704,704,279,407,18,Moisture Loss,Grade B,14.8,Medium,Yes,7.6
B00511,P05,Sorghum,Busia Aggregation Warehouse,2025-03-29,400,1620,1620,1608,0,42,Pest Damage,Grade B,15.7,Low,No,8.1
B00512,P05,Sorghum,Meru Aggregation Warehouse,2025-07-04,361,635,635,0,626,9,Pest Damage,Grade B,11.4,Low,No,8.3
B00513,P05,Sorghum,Kitui Aggregation Warehouse,2025-02-16,44,759,759,759,0,5,Pest Damage,Grade A,9.7,Low,No,7.5
B00514,P01,Maize,Meru Aggregation Warehouse,2025-06-22,373,1936,1936,0,1917,19,Moisture Loss,Grade C,11.2,Medium,Yes,7.1
B00515,P01,Maize,Nakuru Aggregation Warehouse,2025-03-01,52,379,379,379,0,3,Weighing Variance,Grade A,10.8,Medium,Yes,7.8
B00516,P01,Maize,Embu Aggregation Warehouse,2025-08-31,68,165,165,165,0,2,Spillage During Handling,Grade A,12.2,Low,No,5.8
B00517,P01,Maize,Kisumu Aggregation Warehouse,2025-08-28,306,824,824,606,207,11,Moisture Loss,Grade A,12.3,Low,No,7.4
B00518,P02,Beans,Busia Aggregation Warehouse,2026-04-02,54,898,898,898,0,3,Pest Damage,Grade A,10.8,Low,No,4.9
B00519,P08,Cowpeas,Machakos Aggregation Warehouse,2026-04-08,83,268,268,0,262,6,Moisture Loss,Grade B,14.2,High,Yes,5.6
B00520,P01,Maize,Narok Aggregation Warehouse,2026-01-25,156,1479,1479,405,1062,12,Pest Damage,Grade A,10.1,Low,No,5.6
B00521,P02,Beans,Makueni Aggregation Warehouse,2025-05-06,400,1483,1483,788,675,20,Spillage During Handling,Grade A,13.1,Medium,Yes,8.8
B00522,P08,Cowpeas,Kisumu Aggregation Warehouse,2025-09-25,278,674,674,0,665,9,Pest Damage,Grade B,13.1,Medium,Yes,7.6
B00523,P01,Maize,Kitui Aggregation Warehouse,2025-05-17,400,1613,1613,0,1588,25,Moisture Loss,Grade B,12.6,Low,No,6.2
B00524,P03,Rice,Makueni Aggregation Warehouse,2025-03-25,65,620,620,620,0,1,Moisture Loss,Grade B,9.1,Medium,Yes,8.1
B00525,P09,Barley,Busia Aggregation Warehouse,2026-01-02,7,617,617,617,0,2,Moisture Loss,Grade A,10.7,Low,No,8.7
B00526,P01,Maize,Meru Aggregation Warehouse,2025-10-15,21,971,971,971,0,20,Moisture Loss,Grade B,12.9,Low,No,8.2
B00527,P09,Barley,Nakuru Aggregation Warehouse,2025-10-15,32,194,194,194,0,3,Moisture Loss,Grade C,12.5,Medium,Yes,7.4
B00528,P04,Wheat,Nakuru Aggregation Warehouse,2025-06-24,58,1875,1875,1875,0,43,Weighing Variance,Grade B,15.2,Medium,Yes,7.9
B00529,P08,Cowpeas,Bungoma Aggregation Warehouse,2025-08-22,312,938,938,292,627,19,Pest Damage,Grade A,13.3,Medium,Yes,8.6
B00530,P01,Maize,Narok Aggregation Warehouse,2026-04-10,61,462,462,462,0,2,Spillage During Handling,Grade B,10.7,Low,No,7.1
B00531,P01,Maize,Makueni Aggregation Warehouse,2026-06-15,15,749,749,0,742,7,Moisture Loss,Grade A,11.0,Low,No,7.6
B00532,P02,Beans,Makueni Aggregation Warehouse,2025-07-19,346,1466,1466,476,966,24,Weighing Variance,Grade A,13.5,Low,No,7.3
B00533,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-11-15,227,828,828,0,814,14,Pest Damage,Grade A,14.1,Low,No,5.8
B00534,P01,Maize,Kirinyaga Aggregation Warehouse,2025-09-02,301,1219,1219,0,1213,6,Spillage During Handling,Grade A,10.9,Medium,Yes,8.6
B00535,P06,Millet,Narok Aggregation Warehouse,2026-04-03,43,1221,1221,1221,0,13,Moisture Loss,Grade A,12.1,Low,Yes,9.9
B00536,P01,Maize,Kitui Aggregation Warehouse,2026-03-29,70,745,745,745,0,13,Weighing Variance,Grade A,13.1,Low,No,6.6
B00537,P06,Millet,Makueni Aggregation Warehouse,2025-01-11,31,666,666,666,0,18,Pest Damage,Grade A,15.6,High,Yes,8.5
B00538,P03,Rice,Trans Nzoia Aggregation Warehouse,2025-07-17,8,350,350,350,0,11,Spillage During Handling,Grade C,16.7,Medium,Yes,6.7
B00539,P01,Maize,Kirinyaga Aggregation Warehouse,2026-05-08,16,522,522,522,0,11,Weighing Variance,Grade A,14.3,Medium,Yes,7.7
B00540,P06,Millet,Meru Aggregation Warehouse,2025-05-30,9,788,788,788,0,12,Moisture Loss,Grade A,11.5,Low,No,9.3
B00541,P01,Maize,Kakamega Aggregation Warehouse,2025-02-25,32,279,279,279,0,7,Spillage During Handling,Grade C,14.2,High,Yes,6.9
B00542,P05,Sorghum,Kisumu Aggregation Warehouse,2025-12-06,206,267,267,233,27,7,Spillage During Handling,Grade B,13.7,High,Yes,7.4
B00543,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-08-17,53,618,618,618,0,4,Pest Damage,Grade B,11.2,Low,No,5.6
B00544,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-01-07,59,841,841,841,0,4,Spillage During Handling,Grade A,9.0,Low,No,6.9
B00545,P01,Maize,Kakamega Aggregation Warehouse,2025-07-23,342,262,262,0,259,3,Pest Damage,Grade A,11.1,Low,Yes,5.5
B00546,P01,Maize,Kirinyaga Aggregation Warehouse,2025-04-14,37,311,311,311,0,2,Moisture Loss,Grade A,9.6,High,Yes,7.9
B00547,P02,Beans,Uasin Gishu Aggregation Warehouse,2025-06-25,40,406,406,406,0,1,Pest Damage,Grade B,9.6,Low,No,8.5
B00548,P07,Green Grams,Narok Aggregation Warehouse,2026-01-23,158,1036,1036,0,1018,18,Spillage During Handling,Grade C,14.3,Medium,Yes,7.4
B00549,P01,Maize,Uasin Gishu Aggregation Warehouse,2025-12-02,5,1166,1166,1166,0,10,Spillage During Handling,Grade A,10.2,Low,No,7.9
B00550,P01,Maize,Kirinyaga Aggregation Warehouse,2025-03-08,400,360,360,0,355,5,Moisture Loss,Grade B,13.6,Low,No,7.2
B00551,P02,Beans,Kitui Aggregation Warehouse,2026-05-10,51,635,635,0,627,8,Pest Damage,Grade C,12.7,High,Yes,8.3
B00552,P08,Cowpeas,Kakamega Aggregation Warehouse,2025-08-29,49,642,642,642,0,14,Moisture Loss,Grade C,13.4,High,Yes,7.6
B00553,P06,Millet,Nyeri Aggregation Warehouse,2026-04-01,21,629,629,629,0,2,Weighing Variance,Grade A,9.5,Low,No,5.4
B00554,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2025-10-07,266,708,708,0,700,8,Moisture Loss,Grade A,11.3,Low,No,8.6
