procurement_id,batch_id,farmer_id,product_id,product_name,procurement_date,season,county_sourced,quantity_kg,farmgate_price_kes_per_kg,transport_cost_kes,handling_cost_kes,moisture_percent,grade,rejected_quantity_kg,accepted_quantity_kg,collection_center,payment_status,days_to_pay_farmer
PR00312,B00312,F0103,P05,Sorghum,2025-12-29,Peak Demand Season,Kitui,1714,51.79,299.22,1865.72,9.9,Grade A,0,1714,Kitui Collection Center 3,Paid,19
PR00313,B00313,F0077,P02,Beans,2025-04-30,Lean Season,Trans Nzoia,1454,145.13,162.29,1444.82,13.9,Grade A,0,1454,Trans Nzoia Collection Center 1,Paid,10
PR00314,B00314,F0107,P02,Beans,2025-11-06,Peak Demand Season,Embu,585,108.83,69.14,338.46,13.1,Grade C,0,585,Embu Collection Center 1,Paid,20
PR00315,B00315,F0116,P07,Green Grams,2026-05-28,Lean Season,Makueni,681,140.96,105.22,570.97,10.1,Grade A,0,681,Makueni Collection Center 1,Pending,
PR00316,B00316,F0067,P07,Green Grams,2025-05-16,Lean Season,Kirinyaga,799,143.13,68.68,616.28,15.5,Grade A,0,799,Kirinyaga Collection Center 3,Paid,16
PR00317,B00317,F0043,P07,Green Grams,2026-04-24,Lean Season,Trans Nzoia,761,172.24,83.87,788.64,10.3,Grade A,0,761,Trans Nzoia Collection Center 1,Paid,19
PR00318,B00318,F0025,P02,Beans,2025-10-21,Peak Demand Season,Narok,687,111.37,92.86,555.63,14.6,Grade A,0,687,Narok Collection Center 3,Paid,14
PR00319,B00319,F0014,P04,Wheat,2025-07-31,Long Rains Harvest,Nyeri,648,47.31,69.44,446.95,13.7,Grade C,0,648,Nyeri Collection Center 2,Paid,16
PR00320,B00320,F0044,P05,Sorghum,2026-03-31,Lean Season,Narok,896,54.9,134.33,1014.54,11.8,Grade A,0,896,Narok Collection Center 3,Paid,15
PR00321,B00321,F0076,P05,Sorghum,2026-04-02,Lean Season,Kirinyaga,964,67.57,128.09,1033.61,10.4,Grade B,0,964,Kirinyaga Collection Center 2,Delayed,46
PR00322,B00322,F0012,P04,Wheat,2026-04-25,Lean Season,Narok,1747,52.61,239.78,1661.56,12.3,Grade A,0,1747,Narok Collection Center 3,Paid,14
PR00323,B00323,F0047,P01,Maize,2026-02-06,Short Rains Harvest,Kakamega,356,42.69,66.58,260.32,11.4,Grade A,0,356,Kakamega Collection Center 1,Paid,11
PR00324,B00324,F0060,P02,Beans,2025-06-24,Lean Season,Kisumu,582,119.05,75.23,525.12,15.9,Grade B,0,582,Kisumu Collection Center 3,Paid,16
PR00325,B00325,F0102,P05,Sorghum,2025-11-06,Peak Demand Season,Kisumu,1656,61.59,379.8,1307.26,15.7,Grade B,0,1656,Kisumu Collection Center 2,Paid,13
PR00326,B00326,F0089,P01,Maize,2026-03-18,Lean Season,Kitui,1663,61.09,242.6,1748.03,10.6,Grade A,0,1663,Kitui Collection Center 3,Paid,15
PR00327,B00327,F0063,P04,Wheat,2025-04-28,Lean Season,Kirinyaga,301,58.15,31.9,267.46,15.0,Grade A,0,301,Kirinyaga Collection Center 1,Paid,10
PR00328,B00328,F0077,P05,Sorghum,2026-01-24,Short Rains Harvest,Trans Nzoia,1108,51.82,120.64,601.69,14.3,Grade A,0,1108,Trans Nzoia Collection Center 1,Pending,
PR00329,B00329,F0085,P06,Millet,2025-06-02,Lean Season,Uasin Gishu,256,105.83,29.48,238.31,8.4,Grade A,0,256,Uasin Gishu Collection Center 3,Paid,18
PR00330,B00330,F0120,P02,Beans,2026-03-22,Lean Season,Trans Nzoia,1492,138.56,189.3,1780.26,9.7,Grade B,0,1492,Trans Nzoia Collection Center 2,Pending,
PR00331,B00331,F0116,P01,Maize,2025-02-24,Short Rains Harvest,Makueni,993,39.91,161.98,1176.79,13.5,Grade B,124,869,Makueni Collection Center 3,Paid,5
PR00332,B00332,F0049,P02,Beans,2026-02-20,Short Rains Harvest,Busia,1335,104.75,140.49,1286.59,13.9,Grade A,0,1335,Busia Collection Center 2,Delayed,53
PR00333,B00333,F0112,P01,Maize,2025-05-09,Lean Season,Narok,715,49.45,65.73,365.36,10.5,Grade A,0,715,Narok Collection Center 1,Delayed,36
PR00334,B00334,F0104,P01,Maize,2026-03-02,Lean Season,Kisii,1553,62.45,208.31,1532.46,11.4,Grade B,0,1553,Kisii Collection Center 2,Paid,15
PR00335,B00335,F0029,P02,Beans,2025-07-10,Long Rains Harvest,Kitui,981,103.03,98.2,832.58,12.9,Grade B,0,981,Kitui Collection Center 3,Delayed,30
PR00336,B00336,F0005,P02,Beans,2026-05-10,Lean Season,Nakuru,1271,137.98,123.12,1063.92,14.1,Grade A,0,1271,Nakuru Collection Center 2,Delayed,41
PR00337,B00337,F0011,P03,Rice,2025-04-01,Lean Season,Kirinyaga,377,84.44,46.49,363.66,14.8,Grade B,0,377,Kirinyaga Collection Center 3,Paid,20
PR00338,B00338,F0044,P01,Maize,2025-01-12,Short Rains Harvest,Narok,593,47.03,100.75,491.28,13.3,Grade B,0,593,Narok Collection Center 2,Pending,
PR00339,B00339,F0089,P01,Maize,2025-11-08,Peak Demand Season,Kitui,2278,56.31,342.88,1236.94,8.5,Grade A,0,2278,Kitui Collection Center 3,Delayed,32
PR00340,B00340,F0037,P05,Sorghum,2026-05-12,Lean Season,Trans Nzoia,194,55.61,26.77,212.63,14.1,Grade A,0,194,Trans Nzoia Collection Center 1,Pending,
PR00341,B00341,F0078,P06,Millet,2025-06-28,Lean Season,Nyeri,1427,122.22,150.69,1371.93,16.1,Grade B,0,1427,Nyeri Collection Center 1,Paid,19
PR00342,B00342,F0111,P07,Green Grams,2025-02-03,Short Rains Harvest,Narok,481,126.38,73.68,289.35,12.6,Grade A,0,481,Narok Collection Center 2,Delayed,46
PR00343,B00343,F0057,P01,Maize,2025-06-21,Lean Season,Uasin Gishu,380,50.82,72.66,281.79,13.0,Grade B,0,380,Uasin Gishu Collection Center 2,Paid,14
PR00344,B00344,F0061,P03,Rice,2025-08-28,Long Rains Harvest,Kirinyaga,1191,72.09,306.08,991.17,12.9,Grade B,279,912,Kirinyaga Collection Center 3,Paid,18
PR00345,B00345,F0068,P02,Beans,2025-02-12,Short Rains Harvest,Kisumu,50,93.95,6.27,37.38,13.9,Grade B,0,50,Kisumu Collection Center 2,Paid,21
PR00346,B00346,F0013,P01,Maize,2025-09-19,Long Rains Harvest,Meru,608,48.27,60.97,633.05,12.2,Grade B,0,608,Meru Collection Center 2,Paid,18
PR00347,B00347,F0024,P05,Sorghum,2025-11-17,Peak Demand Season,Trans Nzoia,2036,61.9,252.07,2203.32,15.3,Grade A,261,1775,Trans Nzoia Collection Center 2,Paid,11
PR00348,B00348,F0005,P01,Maize,2025-01-25,Short Rains Harvest,Nakuru,1295,49.31,123.54,1186.09,12.0,Grade A,0,1295,Nakuru Collection Center 1,Paid,16
PR00349,B00349,F0078,P01,Maize,2025-05-14,Lean Season,Nyeri,693,53.78,73.6,660.8,12.6,Grade A,0,693,Nyeri Collection Center 2,Paid,21
PR00350,B00350,F0120,P03,Rice,2025-03-19,Lean Season,Trans Nzoia,492,94.14,62.53,341.19,12.9,Grade B,0,492,Trans Nzoia Collection Center 1,Paid,14
PR00351,B00351,F0036,P07,Green Grams,2025-03-05,Lean Season,Kitui,91,150.69,10.28,49.33,11.6,Grade A,0,91,Kitui Collection Center 1,Paid,11
PR00352,B00352,F0023,P05,Sorghum,2026-05-19,Lean Season,Bungoma,240,56.19,27.58,192.45,12.3,Grade A,0,240,Bungoma Collection Center 1,Paid,7
PR00353,B00353,F0074,P01,Maize,2025-09-14,Long Rains Harvest,Uasin Gishu,473,50.08,42.56,401.29,11.9,Grade A,55,418,Uasin Gishu Collection Center 2,Paid,9
PR00354,B00354,F0074,P08,Cowpeas,2025-01-04,Short Rains Harvest,Uasin Gishu,973,98.29,109.83,820.7,15.3,Grade C,0,973,Uasin Gishu Collection Center 3,Pending,
PR00355,B00355,F0050,P01,Maize,2026-05-09,Lean Season,Machakos,1010,49.21,142.95,1206.06,12.1,Grade A,0,1010,Machakos Collection Center 3,Delayed,37
PR00356,B00356,F0069,P01,Maize,2025-12-15,Peak Demand Season,Meru,442,45.45,52.31,458.16,12.7,Grade A,51,391,Meru Collection Center 3,Paid,3
PR00357,B00357,F0014,P02,Beans,2026-01-03,Short Rains Harvest,Nyeri,775,108.74,89.77,625.11,14.8,Grade A,193,582,Nyeri Collection Center 2,Paid,12
PR00358,B00358,F0070,P01,Maize,2025-11-12,Peak Demand Season,Embu,215,52.49,23.63,229.67,14.2,Grade A,0,215,Embu Collection Center 3,Paid,12
PR00359,B00359,F0016,P01,Maize,2025-08-05,Long Rains Harvest,Kitui,1287,50.52,315.79,1056.45,15.7,Grade C,203,1084,Kitui Collection Center 1,Delayed,30
PR00360,B00360,F0063,P06,Millet,2025-01-20,Short Rains Harvest,Kirinyaga,868,90.33,102.31,461.83,12.8,Grade A,0,868,Kirinyaga Collection Center 2,Paid,9
PR00361,B00361,F0013,P07,Green Grams,2026-04-13,Lean Season,Meru,458,160.41,51.04,249.5,13.2,Grade A,0,458,Meru Collection Center 1,Paid,5
PR00362,B00362,F0055,P07,Green Grams,2025-12-12,Peak Demand Season,Trans Nzoia,454,158.38,48.99,442.59,15.7,Grade C,0,454,Trans Nzoia Collection Center 1,Paid,15
PR00363,B00363,F0076,P06,Millet,2025-06-27,Lean Season,Kirinyaga,1099,101.62,138.88,658.15,12.1,Grade B,0,1099,Kirinyaga Collection Center 3,Paid,8
PR00364,B00364,F0013,P01,Maize,2026-01-21,Short Rains Harvest,Meru,1836,51.72,166.79,1543.85,12.9,Grade A,318,1518,Meru Collection Center 2,Delayed,42
PR00365,B00365,F0102,P05,Sorghum,2026-05-03,Lean Season,Kisumu,1013,69.27,221.02,960.2,13.8,Grade B,0,1013,Kisumu Collection Center 1,Paid,9
PR00366,B00366,F0092,P05,Sorghum,2026-05-27,Lean Season,Nakuru,846,67.47,86.58,912.44,8.9,Grade A,0,846,Nakuru Collection Center 3,Paid,12
PR00367,B00367,F0080,P09,Barley,2026-01-06,Short Rains Harvest,Machakos,3345,50.0,427.1,2860.91,11.5,Grade B,0,3345,Machakos Collection Center 1,Paid,18
PR00368,B00368,F0088,P07,Green Grams,2026-05-01,Lean Season,Makueni,347,155.57,42.71,397.62,14.3,Grade B,0,347,Makueni Collection Center 3,Paid,17
PR00369,B00369,F0098,P07,Green Grams,2026-04-10,Lean Season,Trans Nzoia,1072,136.24,138.08,1230.02,14.3,Grade C,0,1072,Trans Nzoia Collection Center 1,Paid,12
PR00370,B00370,F0076,P06,Millet,2025-11-30,Peak Demand Season,Kirinyaga,1402,98.08,206.99,1582.66,11.9,Grade A,0,1402,Kirinyaga Collection Center 2,Paid,18
PR00371,B00371,F0049,P07,Green Grams,2025-08-14,Long Rains Harvest,Busia,1111,112.97,118.04,597.76,13.5,Grade A,0,1111,Busia Collection Center 2,Paid,13
PR00372,B00372,F0093,P01,Maize,2025-07-18,Long Rains Harvest,Narok,1317,47.94,251.59,844.92,8.6,Grade B,0,1317,Narok Collection Center 2,Paid,17
PR00373,B00373,F0022,P03,Rice,2025-12-18,Peak Demand Season,Makueni,2009,78.58,233.59,1224.99,14.1,Grade C,0,2009,Makueni Collection Center 3,Paid,12
PR00374,B00374,F0012,P07,Green Grams,2026-02-26,Short Rains Harvest,Narok,582,144.94,83.54,696.63,10.5,Grade B,0,582,Narok Collection Center 3,Pending,
PR00375,B00375,F0032,P07,Green Grams,2025-12-02,Peak Demand Season,Nakuru,573,143.33,72.09,658.51,15.3,Grade C,0,573,Nakuru Collection Center 1,Paid,19
PR00376,B00376,F0061,P01,Maize,2026-06-01,Lean Season,Kirinyaga,517,47.64,127.48,431.95,12.1,Grade B,0,517,Kirinyaga Collection Center 3,Paid,19
PR00377,B00377,F0089,P06,Millet,2026-02-21,Short Rains Harvest,Kitui,300,104.88,40.48,212.12,9.9,Grade A,0,300,Kitui Collection Center 3,Paid,11
PR00378,B00378,F0074,P03,Rice,2025-01-25,Short Rains Harvest,Uasin Gishu,771,86.91,77.9,460.32,13.1,Grade A,0,771,Uasin Gishu Collection Center 3,Paid,12
PR00379,B00379,F0111,P05,Sorghum,2025-03-14,Lean Season,Narok,311,62.38,55.48,271.08,13.6,Grade C,0,311,Narok Collection Center 3,Paid,16
PR00380,B00380,F0101,P07,Green Grams,2025-03-24,Lean Season,Nakuru,570,160.81,82.86,656.97,12.3,Grade B,0,570,Nakuru Collection Center 2,Paid,11
PR00381,B00381,F0080,P02,Beans,2025-02-11,Short Rains Harvest,Machakos,604,104.14,63.48,538.26,12.0,Grade B,0,604,Machakos Collection Center 1,Delayed,50
PR00382,B00382,F0084,P04,Wheat,2026-05-05,Lean Season,Kitui,1133,59.78,148.49,1257.39,11.9,Grade B,0,1133,Kitui Collection Center 2,Paid,15
PR00383,B00383,F0055,P04,Wheat,2025-10-11,Peak Demand Season,Trans Nzoia,917,48.87,85.79,748.9,15.0,Grade C,0,917,Trans Nzoia Collection Center 3,Paid,18
PR00384,B00384,F0058,P08,Cowpeas,2026-01-12,Short Rains Harvest,Kakamega,728,106.4,127.44,776.16,13.4,Grade A,0,728,Kakamega Collection Center 1,Paid,17
PR00385,B00385,F0023,P02,Beans,2025-10-23,Peak Demand Season,Bungoma,115,140.0,11.73,70.76,16.1,Grade B,9,106,Bungoma Collection Center 1,Delayed,57
PR00386,B00386,F0088,P01,Maize,2025-05-16,Lean Season,Makueni,1188,55.53,156.35,1207.48,13.6,Grade A,245,943,Makueni Collection Center 3,Pending,
PR00387,B00387,F0053,P05,Sorghum,2025-12-18,Peak Demand Season,Busia,336,64.17,46.06,282.34,10.7,Grade A,0,336,Busia Collection Center 3,Paid,13
PR00388,B00388,F0102,P01,Maize,2025-11-10,Peak Demand Season,Kisumu,555,46.99,122.81,465.63,12.6,Grade B,60,495,Kisumu Collection Center 1,Paid,16
PR00389,B00389,F0021,P05,Sorghum,2025-10-20,Peak Demand Season,Bungoma,1436,54.23,154.24,1429.79,8.7,Grade B,0,1436,Bungoma Collection Center 2,Paid,19
PR00390,B00390,F0057,P04,Wheat,2025-09-24,Long Rains Harvest,Uasin Gishu,383,45.72,64.29,381.08,13.1,Grade C,0,383,Uasin Gishu Collection Center 1,Paid,16
PR00391,B00391,F0016,P04,Wheat,2025-01-26,Short Rains Harvest,Kitui,2417,47.54,569.73,1454.47,14.9,Grade B,465,1952,Kitui Collection Center 2,Delayed,30
PR00392,B00392,F0038,P05,Sorghum,2026-05-01,Lean Season,Nyeri,729,73.83,97.98,749.35,9.3,Grade B,0,729,Nyeri Collection Center 2,Pending,
PR00393,B00393,F0015,P02,Beans,2026-05-06,Lean Season,Bungoma,924,146.73,101.93,818.36,13.0,Grade A,0,924,Bungoma Collection Center 1,Paid,14
PR00394,B00394,F0078,P02,Beans,2025-07-19,Long Rains Harvest,Nyeri,1540,108.87,143.25,1778.65,12.7,Grade A,0,1540,Nyeri Collection Center 3,Paid,15
PR00395,B00395,F0066,P08,Cowpeas,2026-02-08,Short Rains Harvest,Makueni,949,89.14,98.94,876.45,13.8,Grade C,0,949,Makueni Collection Center 2,Paid,11
PR00396,B00396,F0048,P02,Beans,2025-01-13,Short Rains Harvest,Uasin Gishu,1010,101.07,98.87,1196.11,12.4,Grade A,0,1010,Uasin Gishu Collection Center 2,Paid,17
PR00397,B00397,F0037,P07,Green Grams,2025-06-17,Lean Season,Trans Nzoia,1506,168.69,231.35,1199.8,10.6,Grade A,0,1506,Trans Nzoia Collection Center 1,Paid,10
PR00398,B00398,F0112,P02,Beans,2025-12-10,Peak Demand Season,Narok,503,102.53,57.43,517.73,15.4,Grade B,0,503,Narok Collection Center 3,Paid,21
PR00399,B00399,F0073,P03,Rice,2025-05-21,Lean Season,Machakos,647,83.31,141.31,454.6,12.4,Grade B,0,647,Machakos Collection Center 2,Paid,16
PR00400,B00400,F0060,P04,Wheat,2025-08-18,Long Rains Harvest,Kisumu,1106,42.57,130.44,756.36,13.9,Grade C,0,1106,Kisumu Collection Center 2,Paid,21
PR00401,B00401,F0063,P02,Beans,2025-09-08,Long Rains Harvest,Kirinyaga,679,88.45,77.31,573.85,13.7,Grade B,0,679,Kirinyaga Collection Center 2,Paid,0
PR00402,B00402,F0081,P07,Green Grams,2026-05-03,Lean Season,Narok,1201,175.86,125.89,914.25,12.9,Grade A,0,1201,Narok Collection Center 1,Paid,21
PR00403,B00403,F0113,P02,Beans,2025-05-19,Lean Season,Bungoma,661,122.41,57.92,497.61,10.9,Grade C,0,661,Bungoma Collection Center 3,Paid,17
PR00404,B00404,F0066,P08,Cowpeas,2025-07-18,Long Rains Harvest,Makueni,365,102.11,36.75,206.65,9.6,Grade A,0,365,Makueni Collection Center 3,Pending,
PR00405,B00405,F0035,P07,Green Grams,2026-01-07,Short Rains Harvest,Nyeri,391,117.46,42.35,420.84,11.1,Grade A,0,391,Nyeri Collection Center 2,Paid,14
PR00406,B00406,F0021,P08,Cowpeas,2025-04-15,Lean Season,Bungoma,1100,105.88,128.42,1190.31,13.6,Grade B,0,1100,Bungoma Collection Center 3,Delayed,42
PR00407,B00407,F0090,P06,Millet,2025-04-27,Lean Season,Kitui,1039,104.56,170.44,604.28,11.3,Grade A,0,1039,Kitui Collection Center 1,Paid,21
PR00408,B00408,F0114,P07,Green Grams,2025-12-17,Peak Demand Season,Meru,1239,132.87,177.01,1265.17,10.9,Grade A,0,1239,Meru Collection Center 2,Paid,11
PR00409,B00409,F0017,P01,Maize,2025-03-22,Lean Season,Nakuru,417,54.65,66.73,241.11,12.4,Grade A,0,417,Nakuru Collection Center 1,Paid,10
PR00410,B00410,F0066,P07,Green Grams,2025-03-02,Lean Season,Makueni,709,154.36,85.07,375.98,12.7,Grade A,0,709,Makueni Collection Center 3,Paid,12
PR00411,B00411,F0116,P01,Maize,2025-07-24,Long Rains Harvest,Makueni,802,41.36,124.27,451.96,13.8,Grade C,0,802,Makueni Collection Center 1,Paid,10
PR00412,B00412,F0100,P07,Green Grams,2025-09-05,Long Rains Harvest,Uasin Gishu,418,128.05,37.18,448.81,12.1,Grade A,0,418,Uasin Gishu Collection Center 1,Delayed,35
PR00413,B00413,F0069,P08,Cowpeas,2025-01-05,Short Rains Harvest,Meru,700,111.35,75.47,454.87,11.0,Grade B,0,700,Meru Collection Center 2,Paid,8
PR00414,B00414,F0014,P05,Sorghum,2025-07-05,Long Rains Harvest,Nyeri,376,59.52,44.49,299.62,12.2,Grade A,0,376,Nyeri Collection Center 2,Paid,18
PR00415,B00415,F0018,P01,Maize,2026-05-23,Lean Season,Bungoma,643,60.7,66.4,572.27,13.8,Grade B,59,584,Bungoma Collection Center 2,Paid,14
PR00416,B00416,F0108,P05,Sorghum,2026-03-31,Lean Season,Busia,284,58.82,44.83,337.81,9.0,Grade B,0,284,Busia Collection Center 3,Pending,
PR00417,B00417,F0002,P02,Beans,2026-05-19,Lean Season,Trans Nzoia,1643,136.51,257.47,1422.61,8.0,Grade A,0,1643,Trans Nzoia Collection Center 1,Paid,16
PR00418,B00418,F0115,P06,Millet,2025-06-22,Lean Season,Kirinyaga,2237,91.92,378.94,1648.76,15.1,Grade C,480,1757,Kirinyaga Collection Center 2,Pending,
PR00419,B00419,F0099,P06,Millet,2025-10-07,Peak Demand Season,Trans Nzoia,323,109.41,34.6,374.76,14.1,Grade B,0,323,Trans Nzoia Collection Center 3,Delayed,39
PR00420,B00420,F0099,P01,Maize,2026-04-11,Lean Season,Trans Nzoia,1095,48.98,102.62,928.66,10.1,Grade A,0,1095,Trans Nzoia Collection Center 1,Paid,15
PR00421,B00421,F0004,P03,Rice,2025-07-03,Long Rains Harvest,Kakamega,447,72.14,47.72,271.29,14.4,Grade A,87,360,Kakamega Collection Center 2,Pending,
PR00422,B00422,F0085,P01,Maize,2026-05-25,Lean Season,Uasin Gishu,464,55.83,53.02,343.61,11.6,Grade A,0,464,Uasin Gishu Collection Center 2,Paid,15
PR00423,B00423,F0016,P08,Cowpeas,2026-01-28,Short Rains Harvest,Kitui,794,96.43,203.3,642.97,11.8,Grade A,0,794,Kitui Collection Center 3,Pending,
PR00424,B00424,F0056,P01,Maize,2025-05-18,Lean Season,Kisumu,873,52.64,165.81,903.39,10.7,Grade A,0,873,Kisumu Collection Center 2,Paid,18
PR00425,B00425,F0110,P03,Rice,2025-06-10,Lean Season,Bungoma,645,90.88,84.28,545.85,10.9,Grade B,0,645,Bungoma Collection Center 2,Delayed,30
PR00426,B00426,F0076,P01,Maize,2025-02-16,Short Rains Harvest,Kirinyaga,1366,41.85,184.01,1457.09,12.2,Grade B,0,1366,Kirinyaga Collection Center 2,Paid,16
PR00427,B00427,F0046,P02,Beans,2026-02-26,Short Rains Harvest,Makueni,668,103.6,100.41,449.78,14.1,Grade B,0,668,Makueni Collection Center 2,Paid,15
PR00428,B00428,F0022,P01,Maize,2025-01-21,Short Rains Harvest,Makueni,508,48.08,55.16,487.9,15.8,Grade B,0,508,Makueni Collection Center 2,Paid,11
PR00429,B00429,F0041,P04,Wheat,2026-01-22,Short Rains Harvest,Trans Nzoia,1107,49.12,106.44,629.23,10.8,Grade B,0,1107,Trans Nzoia Collection Center 3,Paid,11
PR00430,B00430,F0079,P02,Beans,2025-11-03,Peak Demand Season,Kakamega,898,115.01,87.57,761.38,12.9,Grade B,0,898,Kakamega Collection Center 2,Paid,11
PR00431,B00431,F0039,P01,Maize,2026-02-16,Short Rains Harvest,Kitui,569,52.13,73.01,666.05,12.8,Grade A,0,569,Kitui Collection Center 3,Paid,16
PR00432,B00432,F0061,P07,Green Grams,2026-03-14,Lean Season,Kirinyaga,1162,143.33,304.87,1110.96,9.5,Grade B,0,1162,Kirinyaga Collection Center 1,Paid,13
PR00433,B00433,F0033,P02,Beans,2026-06-12,Lean Season,Narok,241,126.7,26.97,150.97,9.5,Grade B,0,241,Narok Collection Center 1,Paid,13
PR00434,B00434,F0106,P05,Sorghum,2026-04-24,Lean Season,Busia,1876,59.76,193.49,2000.29,11.7,Grade B,0,1876,Busia Collection Center 1,Pending,
PR00435,B00435,F0047,P04,Wheat,2026-04-19,Lean Season,Kakamega,1080,53.17,167.69,1058.09,14.7,Grade B,0,1080,Kakamega Collection Center 1,Pending,
PR00436,B00436,F0109,P05,Sorghum,2026-02-27,Short Rains Harvest,Kakamega,745,50.67,86.19,456.24,14.5,Grade A,0,745,Kakamega Collection Center 1,Paid,21
PR00437,B00437,F0106,P01,Maize,2025-11-14,Peak Demand Season,Busia,446,51.9,45.15,359.16,11.6,Grade A,0,446,Busia Collection Center 2,Paid,12
PR00438,B00438,F0036,P07,Green Grams,2025-06-30,Lean Season,Kitui,1575,161.82,164.71,1584.03,15.8,Grade A,0,1575,Kitui Collection Center 2,Paid,11
PR00439,B00439,F0116,P07,Green Grams,2026-02-21,Short Rains Harvest,Makueni,895,146.37,149.92,1002.4,12.2,Grade B,0,895,Makueni Collection Center 3,Paid,8
PR00440,B00440,F0120,P06,Millet,2025-05-04,Lean Season,Trans Nzoia,700,108.31,87.12,815.34,8.8,Grade A,0,700,Trans Nzoia Collection Center 1,Paid,16
PR00441,B00441,F0041,P06,Millet,2025-12-04,Peak Demand Season,Trans Nzoia,212,111.97,22.54,225.59,10.1,Grade C,0,212,Trans Nzoia Collection Center 1,Paid,9
PR00442,B00442,F0057,P09,Barley,2026-02-23,Short Rains Harvest,Uasin Gishu,358,44.22,66.16,301.88,14.1,Grade C,0,358,Uasin Gishu Collection Center 3,Paid,3
PR00443,B00443,F0036,P01,Maize,2025-05-29,Lean Season,Kitui,744,53.54,92.19,799.77,12.5,Grade C,0,744,Kitui Collection Center 3,Pending,
PR00444,B00444,F0007,P07,Green Grams,2025-09-03,Long Rains Harvest,Narok,798,119.24,92.41,755.92,13.6,Grade C,0,798,Narok Collection Center 1,Paid,19
PR00445,B00445,F0050,P07,Green Grams,2025-01-09,Short Rains Harvest,Machakos,453,146.84,61.91,536.62,13.4,Grade A,0,453,Machakos Collection Center 1,Paid,12
PR00446,B00446,F0021,P07,Green Grams,2026-03-26,Lean Season,Bungoma,1213,161.27,154.59,1257.54,13.7,Grade A,0,1213,Bungoma Collection Center 2,Pending,
PR00447,B00447,F0053,P03,Rice,2025-12-07,Peak Demand Season,Busia,1452,90.07,203.13,1559.69,10.9,Grade B,0,1452,Busia Collection Center 3,Paid,9
PR00448,B00448,F0071,P06,Millet,2025-12-01,Peak Demand Season,Kisii,225,99.23,25.58,120.71,14.6,Grade B,0,225,Kisii Collection Center 2,Paid,11
PR00449,B00449,F0040,P01,Maize,2025-11-18,Peak Demand Season,Meru,1211,53.77,111.73,817.09,13.9,Grade C,0,1211,Meru Collection Center 3,Paid,8
PR00450,B00450,F0102,P05,Sorghum,2025-11-24,Peak Demand Season,Kisumu,414,59.88,106.17,245.69,10.9,Grade A,0,414,Kisumu Collection Center 1,Paid,11
PR00451,B00451,F0024,P02,Beans,2026-02-07,Short Rains Harvest,Trans Nzoia,2098,123.55,276.27,2347.74,12.3,Grade C,0,2098,Trans Nzoia Collection Center 3,Paid,15
PR00452,B00452,F0012,P01,Maize,2026-04-19,Lean Season,Narok,918,50.59,138.59,567.44,12.1,Grade A,0,918,Narok Collection Center 2,Paid,11
PR00453,B00453,F0073,P01,Maize,2025-05-01,Lean Season,Machakos,476,47.29,96.77,495.68,11.2,Grade B,0,476,Machakos Collection Center 1,Paid,20
PR00454,B00454,F0111,P01,Maize,2025-09-30,Long Rains Harvest,Narok,1131,42.88,192.51,668.58,13.2,Grade B,0,1131,Narok Collection Center 3,Paid,15
PR00455,B00455,F0024,P01,Maize,2026-02-23,Short Rains Harvest,Trans Nzoia,268,51.95,28.18,317.12,15.8,Grade B,0,268,Trans Nzoia Collection Center 3,Paid,12
PR00456,B00456,F0002,P03,Rice,2026-04-26,Lean Season,Trans Nzoia,279,81.68,42.92,274.85,11.9,Grade B,0,279,Trans Nzoia Collection Center 2,Pending,
PR00457,B00457,F0072,P01,Maize,2025-03-02,Lean Season,Narok,149,47.97,17.44,123.62,11.8,Grade B,0,149,Narok Collection Center 3,Pending,
PR00458,B00458,F0006,P06,Millet,2025-01-06,Short Rains Harvest,Kirinyaga,871,83.71,99.1,619.94,10.2,Grade A,0,871,Kirinyaga Collection Center 3,Paid,13
PR00459,B00459,F0022,P01,Maize,2026-05-31,Lean Season,Makueni,806,55.87,94.77,667.09,13.7,Grade B,0,806,Makueni Collection Center 2,Paid,21
PR00460,B00460,F0017,P01,Maize,2026-05-27,Lean Season,Nakuru,789,62.66,128.33,807.52,14.3,Grade B,0,789,Nakuru Collection Center 2,Paid,10
PR00461,B00461,F0056,P04,Wheat,2025-06-18,Lean Season,Kisumu,2689,55.05,588.24,2781.97,8.5,Grade B,0,2689,Kisumu Collection Center 1,Pending,
PR00462,B00462,F0007,P01,Maize,2025-08-24,Long Rains Harvest,Narok,236,41.34,27.92,145.02,11.9,Grade A,0,236,Narok Collection Center 2,Paid,17
PR00463,B00463,F0091,P02,Beans,2026-05-12,Lean Season,Nyeri,1006,126.91,131.42,1009.86,9.1,Grade A,0,1006,Nyeri Collection Center 1,Paid,16
PR00464,B00464,F0106,P06,Millet,2025-10-07,Peak Demand Season,Busia,2491,102.93,258.45,1615.86,9.6,Grade A,0,2491,Busia Collection Center 1,Paid,16
PR00465,B00465,F0064,P01,Maize,2025-04-07,Lean Season,Nakuru,808,62.94,124.88,789.35,13.4,Grade B,0,808,Nakuru Collection Center 2,Delayed,35
PR00466,B00466,F0011,P01,Maize,2026-04-17,Lean Season,Kirinyaga,484,61.93,60.1,395.83,13.5,Grade B,118,366,Kirinyaga Collection Center 2,Paid,14
